subset_id,subset_clients,seed,round,cluster_id,members,member_indices,cluster_size,selected_members,selected_member_indices,selected_size,full_participation,born_round,cluster_age,mean_update_norm,max_update_norm,eps1,eps2,split_status,split_triggered,split_applied,cut_status,split_rejected_reason,cut_value,left_child_id,right_child_id,child_cluster_ids,left_size,right_size,smaller_child_size,larger_child_size,child_balance_ratio,left_members,right_members,singleton_side,singleton_graph_id,singleton_dataset_id,dtw_dist_mean,dtw_dist_max,all_dtw_n,all_dtw_min,all_dtw_mean,all_dtw_median,all_dtw_max,all_dtw_std,all_aff_n,all_aff_min,all_aff_mean,all_aff_median,all_aff_max,all_aff_std,left_dtw_n,left_dtw_min,left_dtw_mean,left_dtw_median,left_dtw_max,left_dtw_std,right_dtw_n,right_dtw_min,right_dtw_mean,right_dtw_median,right_dtw_max,right_dtw_std,cross_dtw_n,cross_dtw_min,cross_dtw_mean,cross_dtw_median,cross_dtw_max,cross_dtw_std,left_aff_n,left_aff_min,left_aff_mean,left_aff_median,left_aff_max,left_aff_std,right_aff_n,right_aff_min,right_aff_mean,right_aff_median,right_aff_max,right_aff_std,cross_aff_n,cross_aff_min,cross_aff_mean,cross_aff_median,cross_aff_max,cross_aff_std,selected_delta_norm_n,selected_delta_norm_min,selected_delta_norm_mean,selected_delta_norm_median,selected_delta_norm_max,selected_delta_norm_std,member_mean_dtw_text,member_mean_aff_text,member_sum_aff_text,member_max_dtw_text,member_max_dtw_partner_text,member_min_aff_partner_text,global_max_pair_dtw,global_max_pair_dtw_graph_i,global_max_pair_dtw_graph_j,global_max_pair_dtw_member_idx_i,global_max_pair_dtw_member_idx_j,global_min_pair_aff,global_min_pair_aff_graph_i,global_min_pair_aff_graph_j,global_min_pair_aff_member_idx_i,global_min_pair_aff_member_idx_j,peeled_sum_aff,peeled_max_dtw,peeled_max_dtw_partner_graph_id,peeled_in_global_max_pair,selected_grad_tails_text,applied_split_event_idx,pairwise_n_members,pairwise_logged_for_applied_split,pairwise_member_order_json,pairwise_histories_json,pairwise_dtw_json,pairwise_affinity_json,gate_cluster_size_ok,gate_can_form_two_children,gate_full_participation_ok,gate_warmup_ok,gate_history_ok,gate_mean_below_eps1,gate_max_above_eps2,history_len_prev_mean,history_len_prev_max,min_cluster_size,min_child_size
178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,0,15,1,60,19,1,60,19,1,1,15,1,224.2039794921875,224.2039794921875,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,224.2039794921875,224.2039794921875,224.2039794921875,224.2039794921875,0.0,,,,,,,,,,,,,,,,,,,,,60:224.2040,,,0,,,,,0,0,1,0,0,,,0,0,2,1
178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,0,15,2,178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18,19,178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18,19,1,15,1,163.09097290039062,406.6206970214844,,,warmup,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,19,173.1700897216797,214.1045588443154,198.28421020507812,406.6206970214844,52.17775921521238,,,,,,,,,,,,,,,,,,,,,178:185.6456|96:176.9591|19:173.1701|176:184.9254|171:198.2842|89:173.9926|90:221.1561|11:175.5503|190:222.3289|109:222.3900|24:195.3794|30:195.2212|166:202.3023|5:177.7873|2:216.4329|162:229.6228|62:237.1849|217:406.6207|145:273.0329,,,0,,,,,1,1,1,0,0,,,0,0,2,1
178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,0,16,1,60,19,1,60,19,1,1,15,2,259.2476501464844,259.2476501464844,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,259.2476501464844,259.2476501464844,259.2476501464844,259.2476501464844,0.0,,,,,,,,,,,,,,,,,,,,,"60:224.2040,259.2477",,,0,,,,,0,0,1,0,0,,,1,1,2,1
178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,0,16,2,178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18,19,178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18,19,1,15,2,160.61776733398438,289.32708740234375,,,warmup,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,19,164.12850952148438,208.63260851408305,202.0895538330078,289.32708740234375,30.76489466748118,,,,,,,,,,,,,,,,,,,,,"178:185.6456,213.0160|96:176.9591,202.0896|19:173.1701,164.1285|176:184.9254,187.2959|171:198.2842,202.3069|89:173.9926,206.5981|90:221.1561,191.2458|11:175.5503,174.5399|190:222.3289,199.1133|109:222.3900,179.4703|24:195.3794,191.4890|30:195.2212,238.7635|166:202.3023,189.4497|5:177.7873,190.0016|2:216.4329,221.5427|162:229.6228,212.3537|62:237.1849,257.4109|217:406.6207,253.8771|145:273.0329,289.3271",,,0,,,,,1,1,1,0,0,,,1,1,2,1
178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,0,17,1,60,19,1,60,19,1,1,15,3,315.5776062011719,315.5776062011719,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,315.5776062011719,315.5776062011719,315.5776062011719,315.5776062011719,0.0,,,,,,,,,,,,,,,,,,,,,"60:224.2040,259.2477,315.5776",,,0,,,,,0,0,1,0,0,,,2,2,2,1
178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,0,17,2,178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18,19,178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18,19,1,15,3,157.38478088378906,351.61761474609375,,,warmup,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,19,168.42222595214844,203.6221056486431,189.46385192871094,351.61761474609375,40.37927676810806,,,,,,,,,,,,,,,,,,,,,"178:185.6456,213.0160,190.6648|96:176.9591,202.0896,183.4411|19:173.1701,164.1285,168.4222|176:184.9254,187.2959,189.4639|171:198.2842,202.3069,186.6746|89:173.9926,206.5981,181.4165|90:221.1561,191.2458,193.9771|11:175.5503,174.5399,187.7375|190:222.3289,199.1133,206.4872|109:222.3900,179.4703,186.4054|24:195.3794,191.4890,170.0519|30:195.2212,238.7635,179.5959|166:202.3023,189.4497,207.1591|5:177.7873,190.0016,180.2350|2:216.4329,221.5427,199.4828|162:229.6228,212.3537,231.8904|62:237.1849,257.4109,249.6397|217:406.6207,253.8771,224.4573|145:273.0329,289.3271,351.6176",,,0,,,,,1,1,1,0,0,,,2,2,2,1
178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,0,18,1,60,19,1,60,19,1,1,15,4,349.7381591796875,349.7381591796875,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,349.7381591796875,349.7381591796875,349.7381591796875,349.7381591796875,0.0,,,,,,,,,,,,,,,,,,,,,"60:224.2040,259.2477,315.5776,349.7382",,,0,,,,,0,0,1,0,0,,,3,3,2,1
178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,0,18,2,178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18,19,178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18,19,1,15,4,161.40737915039062,334.06298828125,,,warmup,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,19,168.55235290527344,215.07587312397203,204.87684631347656,334.06298828125,37.27136424323421,,,,,,,,,,,,,,,,,,,,,"178:185.6456,213.0160,190.6648,188.8939|96:176.9591,202.0896,183.4411,179.5141|19:173.1701,164.1285,168.4222,168.5524|176:184.9254,187.2959,189.4639,197.6047|171:198.2842,202.3069,186.6746,197.3376|89:173.9926,206.5981,181.4165,185.0314|90:221.1561,191.2458,193.9771,204.8768|11:175.5503,174.5399,187.7375,171.5970|190:222.3289,199.1133,206.4872,259.2182|109:222.3900,179.4703,186.4054,235.7069|24:195.3794,191.4890,170.0519,244.5780|30:195.2212,238.7635,179.5959,208.9050|166:202.3023,189.4497,207.1591,198.2499|5:177.7873,190.0016,180.2350,200.9933|2:216.4329,221.5427,199.4828,225.0249|162:229.6228,212.3537,231.8904,219.6051|62:237.1849,257.4109,249.6397,228.1778|217:406.6207,253.8771,224.4573,238.5113|145:273.0329,289.3271,351.6176,334.0630",,,0,,,,,1,1,1,0,0,,,3,3,2,1
178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,0,19,1,60,19,1,60,19,1,1,15,5,281.0924072265625,281.0924072265625,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,281.0924072265625,281.0924072265625,281.0924072265625,281.0924072265625,0.0,,,,,,,,,,,,,,,,,,,,,"60:224.2040,259.2477,315.5776,349.7382,281.0924",,,0,,,,,0,0,1,0,0,,,4,4,2,1
178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,0,19,2,178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18,19,178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18,19,1,15,5,157.8329620361328,286.90948486328125,,,warmup,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,19,170.9198760986328,205.38862931100945,197.69065856933594,286.90948486328125,30.282629907764633,,,,,,,,,,,,,,,,,,,,,"178:185.6456,213.0160,190.6648,188.8939,208.3304|96:176.9591,202.0896,183.4411,179.5141,180.7593|19:173.1701,164.1285,168.4222,168.5524,173.6043|176:184.9254,187.2959,189.4639,197.6047,186.4525|171:198.2842,202.3069,186.6746,197.3376,197.6907|89:173.9926,206.5981,181.4165,185.0314,190.4069|90:221.1561,191.2458,193.9771,204.8768,199.1647|11:175.5503,174.5399,187.7375,171.5970,188.4389|190:222.3289,199.1133,206.4872,259.2182,208.6695|109:222.3900,179.4703,186.4054,235.7069,179.0344|24:195.3794,191.4890,170.0519,244.5780,170.9199|30:195.2212,238.7635,179.5959,208.9050,171.1915|166:202.3023,189.4497,207.1591,198.2499,221.7873|5:177.7873,190.0016,180.2350,200.9933,190.8611|2:216.4329,221.5427,199.4828,225.0249,228.4891|162:229.6228,212.3537,231.8904,219.6051,225.9657|62:237.1849,257.4109,249.6397,228.1778,257.9353|217:406.6207,253.8771,224.4573,238.5113,235.7732|145:273.0329,289.3271,351.6176,334.0630,286.9095",,,0,,,,,1,1,1,0,0,,,4,4,2,1
178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,0,20,1,60,19,1,60,19,1,1,15,6,300.17706298828125,300.17706298828125,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,300.17706298828125,300.17706298828125,300.17706298828125,300.17706298828125,0.0,,,,,,,,,,,,,,,,,,,,,"60:259.2477,315.5776,349.7382,281.0924,300.1771",,,0,,,,,0,0,1,1,1,,,5,5,2,1
178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,0,20,2,178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18,19,178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18,19,1,15,6,157.81251525878906,273.7283935546875,157.8329620361328,348.106689453125,eligible,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,19,177.75083923339844,213.44900833932977,202.63079833984375,273.7283935546875,29.271321391063513,,,,,,,,,,,,,,,,,,,,,"178:213.0160,190.6648,188.8939,208.3304,202.6308|96:202.0896,183.4411,179.5141,180.7593,180.0160|19:164.1285,168.4222,168.5524,173.6043,185.4907|176:187.2959,189.4639,197.6047,186.4525,190.8239|171:202.3069,186.6746,197.3376,197.6907,194.5083|89:206.5981,181.4165,185.0314,190.4069,183.9737|90:191.2458,193.9771,204.8768,199.1647,199.2820|11:174.5399,187.7375,171.5970,188.4389,207.5014|190:199.1133,206.4872,259.2182,208.6695,206.0907|109:179.4703,186.4054,235.7069,179.0344,223.9758|24:191.4890,170.0519,244.5780,170.9199,177.7508|30:238.7635,179.5959,208.9050,171.1915,236.9566|166:189.4497,207.1591,198.2499,221.7873,196.6576|5:190.0016,180.2350,200.9933,190.8611,190.7455|2:221.5427,199.4828,225.0249,228.4891,255.4789|162:212.3537,231.8904,219.6051,225.9657,273.7284|62:257.4109,249.6397,228.1778,257.9353,253.2330|217:253.8771,224.4573,238.5113,235.7732,254.6659|145:289.3271,351.6176,334.0630,286.9095,242.0212",,,0,,,,,1,1,1,1,1,True,False,5,5,2,1
178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,0,21,1,60,19,1,60,19,1,1,15,7,251.7948455810547,251.7948455810547,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,251.7948455810547,251.7948455810547,251.7948455810547,251.7948455810547,0.0,,,,,,,,,,,,,,,,,,,,,"60:315.5776,349.7382,281.0924,300.1771,251.7948",,,0,,,,,0,0,1,1,1,,,6,6,2,1
178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,0,21,2,178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18,19,178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18,19,1,15,7,157.50563049316406,297.4417724609375,157.817626953125,342.8403015136719,eligible,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,19,171.99862670898438,204.35312612433182,190.143310546875,297.4417724609375,31.182358100066832,,,,,,,,,,,,,,,,,,,,,"178:190.6648,188.8939,208.3304,202.6308,192.4933|96:183.4411,179.5141,180.7593,180.0160,183.0978|19:168.4222,168.5524,173.6043,185.4907,171.9986|176:189.4639,197.6047,186.4525,190.8239,188.6308|171:186.6746,197.3376,197.6907,194.5083,227.0707|89:181.4165,185.0314,190.4069,183.9737,183.6869|90:193.9771,204.8768,199.1647,199.2820,185.5340|11:187.7375,171.5970,188.4389,207.5014,189.5435|190:206.4872,259.2182,208.6695,206.0907,199.0411|109:186.4054,235.7069,179.0344,223.9758,190.1433|24:170.0519,244.5780,170.9199,177.7508,178.1763|30:179.5959,208.9050,171.1915,236.9566,179.7525|166:207.1591,198.2499,221.7873,196.6576,184.8172|5:180.2350,200.9933,190.8611,190.7455,201.1983|2:199.4828,225.0249,228.4891,255.4789,235.0585|162:231.8904,219.6051,225.9657,273.7284,216.8945|62:249.6397,228.1778,257.9353,253.2330,216.8869|217:224.4573,238.5113,235.7732,254.6659,297.4418|145:351.6176,334.0630,286.9095,242.0212,261.2432",,,0,,,,,1,1,1,1,1,True,False,6,6,2,1
178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,0,22,1,60,19,1,60,19,1,1,15,8,271.5716552734375,271.5716552734375,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,271.5716552734375,271.5716552734375,271.5716552734375,271.5716552734375,0.0,,,,,,,,,,,,,,,,,,,,,"60:349.7382,281.0924,300.1771,251.7948,271.5717",,,0,,,,,0,0,1,1,1,,,7,7,2,1
178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,0,22,2,178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18,19,178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18,19,1,15,8,158.04151916503906,287.869873046875,157.65907287597656,337.57391357421875,eligible,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,19,177.19667053222656,208.60448094418174,199.03768920898438,287.869873046875,27.197902507758407,,,,,,,,,,,,,,,,,,,,,"178:188.8939,208.3304,202.6308,192.4933,199.1698|96:179.5141,180.7593,180.0160,183.0978,186.8435|19:168.5524,173.6043,185.4907,171.9986,177.1967|176:197.6047,186.4525,190.8239,188.6308,199.0377|171:197.3376,197.6907,194.5083,227.0707,199.8357|89:185.0314,190.4069,183.9737,183.6869,193.3360|90:204.8768,199.1647,199.2820,185.5340,186.7065|11:171.5970,188.4389,207.5014,189.5435,186.5074|190:259.2182,208.6695,206.0907,199.0411,234.6021|109:235.7069,179.0344,223.9758,190.1433,190.2976|24:244.5780,170.9199,177.7508,178.1763,197.6985|30:208.9050,171.1915,236.9566,179.7525,178.7007|166:198.2499,221.7873,196.6576,184.8172,197.8348|5:200.9933,190.8611,190.7455,201.1983,237.3062|2:225.0249,228.4891,255.4789,235.0585,218.4554|162:219.6051,225.9657,273.7284,216.8945,216.1494|62:228.1778,257.9353,253.2330,216.8869,240.3134|217:238.5113,235.7732,254.6659,297.4418,235.6239|145:334.0630,286.9095,242.0212,261.2432,287.8699",,,0,,,,,1,1,1,1,1,False,False,7,7,2,1
178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,0,23,1,60,19,1,60,19,1,1,15,9,468.090576171875,468.090576171875,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,468.090576171875,468.090576171875,468.090576171875,468.090576171875,0.0,,,,,,,,,,,,,,,,,,,,,"60:281.0924,300.1771,251.7948,271.5717,468.0906",,,0,,,,,0,0,1,1,1,,,8,8,2,1
178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,0,23,2,178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18,19,178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18,19,1,15,9,157.2230224609375,288.6106872558594,157.7357940673828,330.40086669921874,eligible,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,19,173.968994140625,208.93050585295023,196.33238220214844,288.6106872558594,30.60503609305388,,,,,,,,,,,,,,,,,,,,,"178:208.3304,202.6308,192.4933,199.1698,193.0928|96:180.7593,180.0160,183.0978,186.8435,178.4668|19:173.6043,185.4907,171.9986,177.1967,173.9690|176:186.4525,190.8239,188.6308,199.0377,183.7819|171:197.6907,194.5083,227.0707,199.8357,209.7709|89:190.4069,183.9737,183.6869,193.3360,182.2916|90:199.1647,199.2820,185.5340,186.7065,196.1484|11:188.4389,207.5014,189.5435,186.5074,197.5430|190:208.6695,206.0907,199.0411,234.6021,207.6687|109:179.0344,223.9758,190.1433,190.2976,196.3324|24:170.9199,177.7508,178.1763,197.6985,181.6398|30:171.1915,236.9566,179.7525,178.7007,221.7256|166:221.7873,196.6576,184.8172,197.8348,186.6190|5:190.8611,190.7455,201.1983,237.3062,194.0679|2:228.4891,255.4789,235.0585,218.4554,256.3719|162:225.9657,273.7284,216.8945,216.1494,225.0229|62:257.9353,253.2330,216.8869,240.3134,245.3535|217:235.7732,254.6659,297.4418,235.6239,251.2029|145:286.9095,242.0212,261.2432,287.8699,288.6107",,,0,,,,,1,1,1,1,1,True,False,8,8,2,1
178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,0,24,1,60,19,1,60,19,1,1,15,10,392.8563232421875,392.8563232421875,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,392.8563232421875,392.8563232421875,392.8563232421875,392.8563232421875,0.0,,,,,,,,,,,,,,,,,,,,,"60:300.1771,251.7948,271.5717,468.0906,392.8563",,,0,,,,,0,0,1,1,1,,,9,9,2,1
178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,0,24,2,178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18,19,178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18,19,1,15,10,158.9474639892578,271.4835205078125,157.50563049316406,319.414501953125,eligible,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,19,171.9630889892578,209.9113600881476,188.95852661132812,271.4835205078125,31.233034718281257,,,,,,,,,,,,,,,,,,,,,"178:202.6308,192.4933,199.1698,193.0928,220.1370|96:180.0160,183.0978,186.8435,178.4668,187.3211|19:185.4907,171.9986,177.1967,173.9690,187.2983|176:190.8239,188.6308,199.0377,183.7819,186.6527|171:194.5083,227.0707,199.8357,209.7709,188.9585|89:183.9737,183.6869,193.3360,182.2916,182.3280|90:199.2820,185.5340,186.7065,196.1484,187.2766|11:207.5014,189.5435,186.5074,197.5430,171.9631|190:206.0907,199.0411,234.6021,207.6687,242.7911|109:223.9758,190.1433,190.2976,196.3324,186.8832|24:177.7508,178.1763,197.6985,181.6398,179.9436|30:236.9566,179.7525,178.7007,221.7256,182.3574|166:196.6576,184.8172,197.8348,186.6190,198.0187|5:190.7455,201.1983,237.3062,194.0679,227.5356|2:255.4789,235.0585,218.4554,256.3719,233.4564|162:273.7284,216.8945,216.1494,225.0229,239.0961|62:253.2330,216.8869,240.3134,245.3535,269.3524|217:254.6659,297.4418,235.6239,251.2029,271.4835|145:242.0212,261.2432,287.8699,288.6107,245.4625",,,0,,,,,1,1,1,1,1,False,False,9,9,2,1
178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,0,25,1,60,19,1,60,19,1,1,15,11,268.504638671875,268.504638671875,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,268.504638671875,268.504638671875,268.504638671875,268.504638671875,0.0,,,,,,,,,,,,,,,,,,,,,"60:251.7948,271.5717,468.0906,392.8563,268.5046",,,0,,,,,0,0,1,1,1,,,10,10,2,1
