subset_id,subset_clients,seed,round,cluster_id,members,member_indices,cluster_size,selected_members,selected_member_indices,selected_size,full_participation,born_round,cluster_age,mean_update_norm,max_update_norm,eps1,eps2,split_status,split_triggered,split_applied,cut_status,split_rejected_reason,cut_value,left_child_id,right_child_id,child_cluster_ids,left_size,right_size,smaller_child_size,larger_child_size,child_balance_ratio,left_members,right_members,singleton_side,singleton_graph_id,singleton_dataset_id,dtw_dist_mean,dtw_dist_max,all_dtw_n,all_dtw_min,all_dtw_mean,all_dtw_median,all_dtw_max,all_dtw_std,all_aff_n,all_aff_min,all_aff_mean,all_aff_median,all_aff_max,all_aff_std,left_dtw_n,left_dtw_min,left_dtw_mean,left_dtw_median,left_dtw_max,left_dtw_std,right_dtw_n,right_dtw_min,right_dtw_mean,right_dtw_median,right_dtw_max,right_dtw_std,cross_dtw_n,cross_dtw_min,cross_dtw_mean,cross_dtw_median,cross_dtw_max,cross_dtw_std,left_aff_n,left_aff_min,left_aff_mean,left_aff_median,left_aff_max,left_aff_std,right_aff_n,right_aff_min,right_aff_mean,right_aff_median,right_aff_max,right_aff_std,cross_aff_n,cross_aff_min,cross_aff_mean,cross_aff_median,cross_aff_max,cross_aff_std,selected_delta_norm_n,selected_delta_norm_min,selected_delta_norm_mean,selected_delta_norm_median,selected_delta_norm_max,selected_delta_norm_std,member_mean_dtw_text,member_mean_aff_text,member_sum_aff_text,member_max_dtw_text,member_max_dtw_partner_text,member_min_aff_partner_text,global_max_pair_dtw,global_max_pair_dtw_graph_i,global_max_pair_dtw_graph_j,global_max_pair_dtw_member_idx_i,global_max_pair_dtw_member_idx_j,global_min_pair_aff,global_min_pair_aff_graph_i,global_min_pair_aff_graph_j,global_min_pair_aff_member_idx_i,global_min_pair_aff_member_idx_j,peeled_sum_aff,peeled_max_dtw,peeled_max_dtw_partner_graph_id,peeled_in_global_max_pair,selected_grad_tails_text,applied_split_event_idx,pairwise_n_members,pairwise_logged_for_applied_split,pairwise_member_order_json,pairwise_histories_json,pairwise_dtw_json,pairwise_affinity_json,gate_cluster_size_ok,gate_can_form_two_children,gate_full_participation_ok,gate_warmup_ok,gate_history_ok,gate_mean_below_eps1,gate_max_above_eps2,history_len_prev_mean,history_len_prev_max,min_cluster_size,min_child_size
178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,1,14,1,68,17,1,68,17,1,1,14,1,268.44873046875,268.44873046875,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,268.44873046875,268.44873046875,268.44873046875,268.44873046875,0.0,,,,,,,,,,,,,,,,,,,,,68:268.4487,,,0,,,,,0,0,1,0,0,,,0,0,2,1
178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,1,14,2,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|219|159,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|18|19,19,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|219|159,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|18|19,19,1,14,1,162.43234252929688,324.9605712890625,,,warmup,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,19,173.98406982421875,220.8644834819593,218.0985870361328,324.9605712890625,40.30820054621719,,,,,,,,,,,,,,,,,,,,,178:180.9657|96:183.4746|17:173.9841|18:189.5077|171:191.7727|169:218.0986|91:194.7661|11:180.7422|192:281.8993|33:228.0197|111:253.7471|196:224.8293|2:178.7919|162:203.5928|82:230.9205|3:230.7251|153:268.2339|219:324.9606|159:257.3934,,,0,,,,,1,1,1,0,0,,,0,0,2,1
178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,1,15,1,68,17,1,68,17,1,1,14,2,288.88916015625,288.88916015625,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,288.88916015625,288.88916015625,288.88916015625,288.88916015625,0.0,,,,,,,,,,,,,,,,,,,,,"68:268.4487,288.8892",,,0,,,,,0,0,1,0,0,,,1,1,2,1
178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,1,15,2,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|219|159,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|18|19,19,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|219|159,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|18|19,19,1,14,2,159.3267822265625,287.4061279296875,,,warmup,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,19,172.33493041992188,216.7783492238898,203.2002410888672,287.4061279296875,31.744993516870867,,,,,,,,,,,,,,,,,,,,,"178:180.9657,202.2130|96:183.4746,188.6887|17:173.9841,202.2072|18:189.5077,179.8079|171:191.7727,196.6031|169:218.0986,192.2170|91:194.7661,196.2506|11:180.7422,172.3349|192:281.8993,203.2002|33:228.0197,243.2765|111:253.7471,184.3573|196:224.8293,205.1333|2:178.7919,248.1165|162:203.5928,242.9584|82:230.9205,211.8267|3:230.7251,247.6180|153:268.2339,287.4061|219:324.9606,247.9730|159:257.3934,266.6002",,,0,,,,,1,1,1,0,0,,,1,1,2,1
178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,1,16,1,68,17,1,68,17,1,1,14,3,250.28599548339844,250.28599548339844,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,250.28599548339844,250.28599548339844,250.28599548339844,250.28599548339844,0.0,,,,,,,,,,,,,,,,,,,,,"68:268.4487,288.8892,250.2860",,,0,,,,,0,0,1,0,0,,,2,2,2,1
178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,1,16,2,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|219|159,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|18|19,19,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|219|159,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|18|19,19,1,14,3,167.07083129882812,390.5501708984375,,,warmup,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,19,177.63218688964844,229.63625456157484,205.2083282470703,390.5501708984375,55.183742688538544,,,,,,,,,,,,,,,,,,,,,"178:180.9657,202.2130,188.2599|96:183.4746,188.6887,190.2098|17:173.9841,202.2072,185.6949|18:189.5077,179.8079,212.2112|171:191.7727,196.6031,182.3150|169:218.0986,192.2170,184.7854|91:194.7661,196.2506,179.7307|11:180.7422,172.3349,177.6322|192:281.8993,203.2002,285.2553|33:228.0197,243.2765,261.6933|111:253.7471,184.3573,278.7589|196:224.8293,205.1333,205.2083|2:178.7919,248.1165,233.4401|162:203.5928,242.9584,198.2163|82:230.9205,211.8267,192.9891|3:230.7251,247.6180,240.3386|153:268.2339,287.4061,270.0092|219:324.9606,247.9730,305.7904|159:257.3934,266.6002,390.5502",,,0,,,,,1,1,1,0,0,,,2,2,2,1
178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,1,17,1,68,17,1,68,17,1,1,14,4,283.5921630859375,283.5921630859375,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,283.5921630859375,283.5921630859375,283.5921630859375,283.5921630859375,0.0,,,,,,,,,,,,,,,,,,,,,"68:268.4487,288.8892,250.2860,283.5922",,,0,,,,,0,0,1,0,0,,,3,3,2,1
178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,1,17,2,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|219|159,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|18|19,19,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|219|159,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|18|19,19,1,14,4,158.05093383789062,350.55670166015625,,,warmup,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,19,172.0845947265625,238.37999685187089,205.74522399902344,350.55670166015625,51.52258542465887,,,,,,,,,,,,,,,,,,,,,"178:180.9657,202.2130,188.2599,195.3932|96:183.4746,188.6887,190.2098,198.6742|17:173.9841,202.2072,185.6949,172.0846|18:189.5077,179.8079,212.2112,181.1682|171:191.7727,196.6031,182.3150,197.4234|169:218.0986,192.2170,184.7854,193.5462|91:194.7661,196.2506,179.7307,205.7452|11:180.7422,172.3349,177.6322,200.1678|192:281.8993,203.2002,285.2553,301.7032|33:228.0197,243.2765,261.6933,350.5567|111:253.7471,184.3573,278.7589,196.6976|196:224.8293,205.1333,205.2083,205.1891|2:178.7919,248.1165,233.4401,242.4424|162:203.5928,242.9584,198.2163,293.4723|82:230.9205,211.8267,192.9891,246.5062|3:230.7251,247.6180,240.3386,288.6461|153:268.2339,287.4061,270.0092,287.3680|219:324.9606,247.9730,305.7904,309.4339|159:257.3934,266.6002,390.5502,263.0016",,,0,,,,,1,1,1,0,0,,,3,3,2,1
178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,1,18,1,68,17,1,68,17,1,1,14,5,464.327392578125,464.327392578125,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,464.327392578125,464.327392578125,464.327392578125,464.327392578125,0.0,,,,,,,,,,,,,,,,,,,,,"68:268.4487,288.8892,250.2860,283.5922,464.3274",,,0,,,,,0,0,1,0,0,,,4,4,2,1
178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,1,18,2,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|219|159,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|18|19,19,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|219|159,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|18|19,19,1,14,5,159.01771545410156,300.7735595703125,,,warmup,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,19,182.58665466308594,223.0017756411904,211.00135803222656,300.7735595703125,34.01675085316371,,,,,,,,,,,,,,,,,,,,,"178:180.9657,202.2130,188.2599,195.3932,211.0014|96:183.4746,188.6887,190.2098,198.6742,190.2116|17:173.9841,202.2072,185.6949,172.0846,223.5827|18:189.5077,179.8079,212.2112,181.1682,182.5867|171:191.7727,196.6031,182.3150,197.4234,240.5067|169:218.0986,192.2170,184.7854,193.5462,204.2182|91:194.7661,196.2506,179.7307,205.7452,192.6521|11:180.7422,172.3349,177.6322,200.1678,203.6263|192:281.8993,203.2002,285.2553,301.7032,201.8960|33:228.0197,243.2765,261.6933,350.5567,188.6667|111:253.7471,184.3573,278.7589,196.6976,215.1407|196:224.8293,205.1333,205.2083,205.1891,193.9090|2:178.7919,248.1165,233.4401,242.4424,202.9503|162:203.5928,242.9584,198.2163,293.4723,243.8559|82:230.9205,211.8267,192.9891,246.5062,286.1174|3:230.7251,247.6180,240.3386,288.6461,273.2528|153:268.2339,287.4061,270.0092,287.3680,300.7736|219:324.9606,247.9730,305.7904,309.4339,223.7325|159:257.3934,266.6002,390.5502,263.0016,258.3534",,,0,,,,,1,1,1,0,0,,,4,4,2,1
178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,1,19,1,68,17,1,68,17,1,1,14,6,459.2670593261719,459.2670593261719,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,459.2670593261719,459.2670593261719,459.2670593261719,459.2670593261719,0.0,,,,,,,,,,,,,,,,,,,,,"68:288.8892,250.2860,283.5922,464.3274,459.2671",,,0,,,,,0,0,1,1,1,,,5,5,2,1
