subset_id,subset_clients,seed,round,cluster_id,members,member_indices,cluster_size,selected_members,selected_member_indices,selected_size,full_participation,born_round,cluster_age,mean_update_norm,max_update_norm,eps1,eps2,split_status,split_triggered,split_applied,cut_status,split_rejected_reason,cut_value,left_child_id,right_child_id,child_cluster_ids,left_size,right_size,smaller_child_size,larger_child_size,child_balance_ratio,left_members,right_members,singleton_side,singleton_graph_id,singleton_dataset_id,dtw_dist_mean,dtw_dist_max,all_dtw_n,all_dtw_min,all_dtw_mean,all_dtw_median,all_dtw_max,all_dtw_std,all_aff_n,all_aff_min,all_aff_mean,all_aff_median,all_aff_max,all_aff_std,left_dtw_n,left_dtw_min,left_dtw_mean,left_dtw_median,left_dtw_max,left_dtw_std,right_dtw_n,right_dtw_min,right_dtw_mean,right_dtw_median,right_dtw_max,right_dtw_std,cross_dtw_n,cross_dtw_min,cross_dtw_mean,cross_dtw_median,cross_dtw_max,cross_dtw_std,left_aff_n,left_aff_min,left_aff_mean,left_aff_median,left_aff_max,left_aff_std,right_aff_n,right_aff_min,right_aff_mean,right_aff_median,right_aff_max,right_aff_std,cross_aff_n,cross_aff_min,cross_aff_mean,cross_aff_median,cross_aff_max,cross_aff_std,selected_delta_norm_n,selected_delta_norm_min,selected_delta_norm_mean,selected_delta_norm_median,selected_delta_norm_max,selected_delta_norm_std,member_mean_dtw_text,member_mean_aff_text,member_sum_aff_text,member_max_dtw_text,member_max_dtw_partner_text,member_min_aff_partner_text,global_max_pair_dtw,global_max_pair_dtw_graph_i,global_max_pair_dtw_graph_j,global_max_pair_dtw_member_idx_i,global_max_pair_dtw_member_idx_j,global_min_pair_aff,global_min_pair_aff_graph_i,global_min_pair_aff_graph_j,global_min_pair_aff_member_idx_i,global_min_pair_aff_member_idx_j,peeled_sum_aff,peeled_max_dtw,peeled_max_dtw_partner_graph_id,peeled_in_global_max_pair,selected_grad_tails_text,applied_split_event_idx,pairwise_n_members,pairwise_logged_for_applied_split,pairwise_member_order_json,pairwise_histories_json,pairwise_dtw_json,pairwise_affinity_json,gate_cluster_size_ok,gate_can_form_two_children,gate_full_participation_ok,gate_warmup_ok,gate_history_ok,gate_mean_below_eps1,gate_max_above_eps2,history_len_prev_mean,history_len_prev_max,min_cluster_size,min_child_size
178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,0,21,1,204,18,1,204,18,1,1,14,8,314.2131652832031,314.2131652832031,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,314.2131652832031,314.2131652832031,314.2131652832031,314.2131652832031,0.0,,,,,,,,,,,,,,,,,,,,,"204:352.9930,497.9346,356.0394,349.9884,314.2132",,,0,,,,,0,0,1,1,1,,,7,7,2,1
178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,0,21,3,117,19,1,117,19,1,1,21,1,198.5001678466797,198.5001678466797,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,198.5001678466797,198.5001678466797,198.5001678466797,198.5001678466797,0.0,,,,,,,,,,,,,,,,,,,,,117:198.5002,,,0,,,,,0,0,1,0,0,,,0,0,2,1
178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,0,21,4,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17,18,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17,18,1,21,1,158.13482666015625,265.3566589355469,,,warmup,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,18,186.3865203857422,214.03496975368924,210.59362030029297,265.3566589355469,21.97566378487096,,,,,,,,,,,,,,,,,,,,,178:188.8352|96:197.0105|176:202.4785|19:186.3865|174:208.9140|175:192.1842|172:215.7799|95:203.0419|101:216.9898|103:190.2975|22:222.9166|29:265.3567|8:212.2732|166:212.4452|10:205.3764|2:254.5125|40:239.2347|38:238.5962,,,0,,,,,1,1,1,0,0,,,0,0,2,1
178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,0,22,1,204,18,1,204,18,1,1,14,9,321.27239990234375,321.27239990234375,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,321.27239990234375,321.27239990234375,321.27239990234375,321.27239990234375,0.0,,,,,,,,,,,,,,,,,,,,,"204:497.9346,356.0394,349.9884,314.2132,321.2724",,,0,,,,,0,0,1,1,1,,,8,8,2,1
178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,0,22,3,117,19,1,117,19,1,1,21,2,228.8136749267578,228.8136749267578,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,228.8136749267578,228.8136749267578,228.8136749267578,228.8136749267578,0.0,,,,,,,,,,,,,,,,,,,,,"117:198.5002,228.8137",,,0,,,,,0,0,1,0,0,,,1,1,2,1
178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,0,22,4,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17,18,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17,18,1,21,2,157.7351531982422,324.2230529785156,,,warmup,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,18,182.53271484375,210.88742997911243,201.70824432373047,324.2230529785156,31.13072423547287,,,,,,,,,,,,,,,,,,,,,"178:188.8352,187.4485|96:197.0105,207.8985|176:202.4785,194.2504|19:186.3865,188.5931|174:208.9140,204.6883|175:192.1842,201.0407|172:215.7799,203.0332|95:203.0419,200.5361|101:216.9898,206.3459|103:190.2975,239.0071|22:222.9166,197.0886|29:265.3567,228.5525|8:212.2732,195.4800|166:212.4452,231.8386|10:205.3764,182.5327|2:254.5125,201.3861|40:239.2347,202.0303|38:238.5962,324.2231",,,0,,,,,1,1,1,0,0,,,1,1,2,1
178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,0,23,1,204,18,1,204,18,1,1,14,10,494.434326171875,494.434326171875,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,494.434326171875,494.434326171875,494.434326171875,494.434326171875,0.0,,,,,,,,,,,,,,,,,,,,,"204:356.0394,349.9884,314.2132,321.2724,494.4343",,,0,,,,,0,0,1,1,1,,,9,9,2,1
178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,0,23,3,117,19,1,117,19,1,1,21,3,250.770263671875,250.770263671875,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,250.770263671875,250.770263671875,250.770263671875,250.770263671875,0.0,,,,,,,,,,,,,,,,,,,,,"117:198.5002,228.8137,250.7703",,,0,,,,,0,0,1,0,0,,,2,2,2,1
178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,0,23,4,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17,18,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17,18,1,21,3,157.02992248535156,266.4302062988281,,,warmup,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,18,178.82659912109375,205.77899848090277,196.47256469726562,266.4302062988281,24.378339921332884,,,,,,,,,,,,,,,,,,,,,"178:188.8352,187.4485,227.3694|96:197.0105,207.8985,185.4693|176:202.4785,194.2504,197.5960|19:186.3865,188.5931,178.8266|174:208.9140,204.6883,192.0609|175:192.1842,201.0407,197.4230|172:215.7799,203.0332,195.5221|95:203.0419,200.5361,227.9108|101:216.9898,206.3459,199.1915|103:190.2975,239.0071,191.2817|22:222.9166,197.0886,182.0005|29:265.3567,228.5525,248.9039|8:212.2732,195.4800,182.9410|166:212.4452,231.8386,190.6063|10:205.3764,182.5327,189.3509|2:254.5125,201.3861,227.8225|40:239.2347,202.0303,266.4302|38:238.5962,324.2231,223.3153",,,0,,,,,1,1,1,0,0,,,2,2,2,1
178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,0,24,1,204,18,1,204,18,1,1,14,11,302.0006408691406,302.0006408691406,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,302.0006408691406,302.0006408691406,302.0006408691406,302.0006408691406,0.0,,,,,,,,,,,,,,,,,,,,,"204:349.9884,314.2132,321.2724,494.4343,302.0006",,,0,,,,,0,0,1,1,1,,,10,10,2,1
178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,0,24,3,117,19,1,117,19,1,1,21,4,269.01824951171875,269.01824951171875,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,269.01824951171875,269.01824951171875,269.01824951171875,269.01824951171875,0.0,,,,,,,,,,,,,,,,,,,,,"117:198.5002,228.8137,250.7703,269.0182",,,0,,,,,0,0,1,0,0,,,3,3,2,1
178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,0,24,4,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17,18,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17,18,1,21,4,156.95802307128906,251.7581787109375,,,warmup,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,18,176.3961181640625,203.59708150227866,201.58478546142578,251.7581787109375,18.13910915662861,,,,,,,,,,,,,,,,,,,,,"178:188.8352,187.4485,227.3694,193.8869|96:197.0105,207.8985,185.4693,188.1981|176:202.4785,194.2504,197.5960,190.9673|19:186.3865,188.5931,178.8266,186.1619|174:208.9140,204.6883,192.0609,213.0366|175:192.1842,201.0407,197.4230,203.0258|172:215.7799,203.0332,195.5221,197.6888|95:203.0419,200.5361,227.9108,200.1437|101:216.9898,206.3459,199.1915,231.0068|103:190.2975,239.0071,191.2817,222.3239|22:222.9166,197.0886,182.0005,197.7381|29:265.3567,228.5525,248.9039,210.8714|8:212.2732,195.4800,182.9410,176.3961|166:212.4452,231.8386,190.6063,212.2975|10:205.3764,182.5327,189.3509,178.0652|2:254.5125,201.3861,227.8225,251.7582|40:239.2347,202.0303,266.4302,207.4859|38:238.5962,324.2231,223.3153,203.6952",,,0,,,,,1,1,1,0,0,,,3,3,2,1
178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,0,25,1,204,18,1,204,18,1,1,14,12,420.1070251464844,420.1070251464844,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,420.1070251464844,420.1070251464844,420.1070251464844,420.1070251464844,0.0,,,,,,,,,,,,,,,,,,,,,"204:314.2132,321.2724,494.4343,302.0006,420.1070",,,0,,,,,0,0,1,1,1,,,11,11,2,1
178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,0,25,3,117,19,1,117,19,1,1,21,5,235.8165740966797,235.8165740966797,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,235.8165740966797,235.8165740966797,235.8165740966797,235.8165740966797,0.0,,,,,,,,,,,,,,,,,,,,,"117:198.5002,228.8137,250.7703,269.0182,235.8166",,,0,,,,,0,0,1,0,0,,,4,4,2,1
178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,0,25,4,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17,18,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17,18,1,21,5,156.9154815673828,262.408203125,,,warmup,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,18,179.8444061279297,212.0466537475586,199.10871124267578,262.408203125,26.247064694512694,,,,,,,,,,,,,,,,,,,,,"178:188.8352,187.4485,227.3694,193.8869,193.5838|96:197.0105,207.8985,185.4693,188.1981,187.3211|176:202.4785,194.2504,197.5960,190.9673,194.6421|19:186.3865,188.5931,178.8266,186.1619,201.1370|174:208.9140,204.6883,192.0609,213.0366,191.9352|175:192.1842,201.0407,197.4230,203.0258,220.5153|172:215.7799,203.0332,195.5221,197.6888,190.6241|95:203.0419,200.5361,227.9108,200.1437,197.0804|101:216.9898,206.3459,199.1915,231.0068,206.3127|103:190.2975,239.0071,191.2817,222.3239,185.3624|22:222.9166,197.0886,182.0005,197.7381,240.5283|29:265.3567,228.5525,248.9039,210.8714,190.2092|8:212.2732,195.4800,182.9410,176.3961,179.8444|166:212.4452,231.8386,190.6063,212.2975,231.9821|10:205.3764,182.5327,189.3509,178.0652,246.4504|2:254.5125,201.3861,227.8225,251.7582,244.6347|40:239.2347,202.0303,266.4302,207.4859,262.4082|38:238.5962,324.2231,223.3153,203.6952,252.2682",,,0,,,,,1,1,1,0,0,,,4,4,2,1
178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,0,26,1,204,18,1,204,18,1,1,14,13,552.6425170898438,552.6425170898438,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,552.6425170898438,552.6425170898438,552.6425170898438,552.6425170898438,0.0,,,,,,,,,,,,,,,,,,,,,"204:321.2724,494.4343,302.0006,420.1070,552.6425",,,0,,,,,0,0,1,1,1,,,12,12,2,1
178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,0,26,3,117,19,1,117,19,1,1,21,6,239.09205627441406,239.09205627441406,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,239.09205627441406,239.09205627441406,239.09205627441406,239.09205627441406,0.0,,,,,,,,,,,,,,,,,,,,,"117:228.8137,250.7703,269.0182,235.8166,239.0921",,,0,,,,,0,0,1,1,1,,,5,5,2,1
178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,0,26,4,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17,18,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17,18,1,21,6,156.47219848632812,258.4377136230469,156.95802307128906,266.2154968261719,eligible,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,18,174.63232421875,207.7252722846137,200.76622009277344,258.4377136230469,21.560810398953883,,,,,,,,,,,,,,,,,,,,,"178:187.4485,227.3694,193.8869,193.5838,186.4072|96:207.8985,185.4693,188.1981,187.3211,196.4723|176:194.2504,197.5960,190.9673,194.6421,205.3014|19:188.5931,178.8266,186.1619,201.1370,199.2109|174:204.6883,192.0609,213.0366,191.9352,201.3312|175:201.0407,197.4230,203.0258,220.5153,189.7715|172:203.0332,195.5221,197.6888,190.6241,208.9812|95:200.5361,227.9108,200.1437,197.0804,200.2012|101:206.3459,199.1915,231.0068,206.3127,187.1732|103:239.0071,191.2817,222.3239,185.3624,226.5480|22:197.0886,182.0005,197.7381,240.5283,174.6323|29:228.5525,248.9039,210.8714,190.2092,258.4377|8:195.4800,182.9410,176.3961,179.8444,209.1522|166:231.8386,190.6063,212.2975,231.9821,198.7480|10:182.5327,189.3509,178.0652,246.4504,192.1622|2:201.3861,227.8225,251.7582,244.6347,220.4119|40:202.0303,266.4302,207.4859,262.4082,242.3549|38:324.2231,223.3153,203.6952,252.2682,241.7574",,,0,,,,,1,1,1,1,1,True,False,5,5,2,1
178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,0,27,1,204,18,1,204,18,1,1,14,14,471.62420654296875,471.62420654296875,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,471.62420654296875,471.62420654296875,471.62420654296875,471.62420654296875,0.0,,,,,,,,,,,,,,,,,,,,,"204:494.4343,302.0006,420.1070,552.6425,471.6242",,,0,,,,,0,0,1,1,1,,,13,13,2,1
178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,0,27,3,117,19,1,117,19,1,1,21,7,235.7388916015625,235.7388916015625,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,235.7388916015625,235.7388916015625,235.7388916015625,235.7388916015625,0.0,,,,,,,,,,,,,,,,,,,,,"117:250.7703,269.0182,235.8166,239.0921,235.7389",,,0,,,,,0,0,1,1,1,,,6,6,2,1
178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,0,27,4,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17,18,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17,18,1,21,7,157.90133666992188,270.4739685058594,156.92611694335938,265.8934326171875,eligible,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,18,179.62538146972656,201.6888198852539,191.09552001953125,270.4739685058594,24.271649385600455,,,,,,,,,,,,,,,,,,,,,"178:227.3694,193.8869,193.5838,186.4072,192.0157|96:185.4693,188.1981,187.3211,196.4723,184.4381|176:197.5960,190.9673,194.6421,205.3014,208.5351|19:178.8266,186.1619,201.1370,199.2109,185.3784|174:192.0609,213.0366,191.9352,201.3312,201.7237|175:197.4230,203.0258,220.5153,189.7715,215.0377|172:195.5221,197.6888,190.6241,208.9812,188.2512|95:227.9108,200.1437,197.0804,200.2012,188.2927|101:199.1915,231.0068,206.3127,187.1732,179.6254|103:191.2817,222.3239,185.3624,226.5480,187.6408|22:182.0005,197.7381,240.5283,174.6323,190.1754|29:248.9039,210.8714,190.2092,258.4377,220.0744|8:182.9410,176.3961,179.8444,209.1522,183.2899|166:190.6063,212.2975,231.9821,198.7480,208.4183|10:189.3509,178.0652,246.4504,192.1622,180.4774|2:227.8225,251.7582,244.6347,220.4119,252.5152|40:266.4302,207.4859,262.4082,242.3549,270.4740|38:223.3153,203.6952,252.2682,241.7574,194.0355",,,0,,,,,1,1,1,1,1,False,True,6,6,2,1
178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,0,28,1,204,18,1,204,18,1,1,14,15,468.0340576171875,468.0340576171875,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,468.0340576171875,468.0340576171875,468.0340576171875,468.0340576171875,0.0,,,,,,,,,,,,,,,,,,,,,"204:302.0006,420.1070,552.6425,471.6242,468.0341",,,0,,,,,0,0,1,1,1,,,14,14,2,1
178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,0,28,3,117,19,1,117,19,1,1,21,8,294.83392333984375,294.83392333984375,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,294.83392333984375,294.83392333984375,294.83392333984375,294.83392333984375,0.0,,,,,,,,,,,,,,,,,,,,,"117:269.0182,235.8166,239.0921,235.7389,294.8339",,,0,,,,,0,0,1,1,1,,,7,7,2,1
178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,0,28,4,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17,18,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17,18,1,21,8,155.99728393554688,231.4991455078125,156.93675231933594,267.23895874023435,eligible,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,18,173.91583251953125,196.7400139702691,192.72325897216797,231.4991455078125,15.315578105914865,,,,,,,,,,,,,,,,,,,,,"178:193.8869,193.5838,186.4072,192.0157,185.2079|96:188.1981,187.3211,196.4723,184.4381,185.7715|176:190.9673,194.6421,205.3014,208.5351,196.7623|19:186.1619,201.1370,199.2109,185.3784,205.5011|174:213.0366,191.9352,201.3312,201.7237,185.8087|175:203.0258,220.5153,189.7715,215.0377,210.5463|172:197.6888,190.6241,208.9812,188.2512,206.6726|95:200.1437,197.0804,200.2012,188.2927,195.3515|101:231.0068,206.3127,187.1732,179.6254,185.2448|103:222.3239,185.3624,226.5480,187.6408,186.1528|22:197.7381,240.5283,174.6323,190.1754,231.1057|29:210.8714,190.2092,258.4377,220.0744,184.8464|8:176.3961,179.8444,209.1522,183.2899,190.0950|166:212.2975,231.9821,198.7480,208.4183,186.4602|10:178.0652,246.4504,192.1622,180.4774,173.9158|2:251.7582,244.6347,220.4119,252.5152,197.7396|40:207.4859,262.4082,242.3549,270.4740,202.6387|38:203.6952,252.2682,241.7574,194.0355,231.4991",,,0,,,,,1,1,1,1,1,True,False,7,7,2,1
178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,0,29,1,204,18,1,204,18,1,1,14,16,438.1772155761719,438.1772155761719,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,438.1772155761719,438.1772155761719,438.1772155761719,438.1772155761719,0.0,,,,,,,,,,,,,,,,,,,,,"204:420.1070,552.6425,471.6242,468.0341,438.1772",,,0,,,,,0,0,1,1,1,,,15,15,2,1
178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,0,29,3,117,19,1,117,19,1,1,21,9,230.30813598632812,230.30813598632812,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,230.30813598632812,230.30813598632812,230.30813598632812,230.30813598632812,0.0,,,,,,,,,,,,,,,,,,,,,"117:235.8166,239.0921,235.7389,294.8339,230.3081",,,0,,,,,0,0,1,1,1,,,8,8,2,1
