subset_id,subset_clients,seed,round,cluster_id,members,member_indices,cluster_size,selected_members,selected_member_indices,selected_size,full_participation,born_round,cluster_age,mean_update_norm,max_update_norm,eps1,eps2,split_status,split_triggered,split_applied,cut_status,split_rejected_reason,cut_value,left_child_id,right_child_id,child_cluster_ids,left_size,right_size,smaller_child_size,larger_child_size,child_balance_ratio,left_members,right_members,singleton_side,singleton_graph_id,singleton_dataset_id,dtw_dist_mean,dtw_dist_max,all_dtw_n,all_dtw_min,all_dtw_mean,all_dtw_median,all_dtw_max,all_dtw_std,all_aff_n,all_aff_min,all_aff_mean,all_aff_median,all_aff_max,all_aff_std,left_dtw_n,left_dtw_min,left_dtw_mean,left_dtw_median,left_dtw_max,left_dtw_std,right_dtw_n,right_dtw_min,right_dtw_mean,right_dtw_median,right_dtw_max,right_dtw_std,cross_dtw_n,cross_dtw_min,cross_dtw_mean,cross_dtw_median,cross_dtw_max,cross_dtw_std,left_aff_n,left_aff_min,left_aff_mean,left_aff_median,left_aff_max,left_aff_std,right_aff_n,right_aff_min,right_aff_mean,right_aff_median,right_aff_max,right_aff_std,cross_aff_n,cross_aff_min,cross_aff_mean,cross_aff_median,cross_aff_max,cross_aff_std,selected_delta_norm_n,selected_delta_norm_min,selected_delta_norm_mean,selected_delta_norm_median,selected_delta_norm_max,selected_delta_norm_std,member_mean_dtw_text,member_mean_aff_text,member_sum_aff_text,member_max_dtw_text,member_max_dtw_partner_text,member_min_aff_partner_text,global_max_pair_dtw,global_max_pair_dtw_graph_i,global_max_pair_dtw_graph_j,global_max_pair_dtw_member_idx_i,global_max_pair_dtw_member_idx_j,global_min_pair_aff,global_min_pair_aff_graph_i,global_min_pair_aff_graph_j,global_min_pair_aff_member_idx_i,global_min_pair_aff_member_idx_j,peeled_sum_aff,peeled_max_dtw,peeled_max_dtw_partner_graph_id,peeled_in_global_max_pair,selected_grad_tails_text,applied_split_event_idx,pairwise_n_members,pairwise_logged_for_applied_split,pairwise_member_order_json,pairwise_histories_json,pairwise_dtw_json,pairwise_affinity_json,gate_cluster_size_ok,gate_can_form_two_children,gate_full_participation_ok,gate_warmup_ok,gate_history_ok,gate_mean_below_eps1,gate_max_above_eps2,history_len_prev_mean,history_len_prev_max,min_cluster_size,min_child_size
178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,0,66,1,204,18,1,204,18,1,1,14,53,269.6505432128906,269.6505432128906,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,269.6505432128906,269.6505432128906,269.6505432128906,269.6505432128906,0.0,,,,,,,,,,,,,,,,,,,,,"204:550.1768,439.0192,306.9832,359.0195,269.6505",,,0,,,,,0,0,1,1,1,,,52,52,2,1
178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,0,66,3,117,19,1,117,19,1,1,21,46,301.3087158203125,301.3087158203125,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,301.3087158203125,301.3087158203125,301.3087158203125,301.3087158203125,0.0,,,,,,,,,,,,,,,,,,,,,"117:270.9496,323.7525,279.6131,256.8980,301.3087",,,0,,,,,0,0,1,1,1,,,45,45,2,1
178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,0,66,5,40,16,1,40,16,1,1,31,36,249.08023071289062,249.08023071289062,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,249.08023071289062,249.08023071289062,249.08023071289062,249.08023071289062,0.0,,,,,,,,,,,,,,,,,,,,,"40:308.8716,234.3555,269.1677,226.9047,249.0802",,,0,,,,,0,0,1,1,1,,,35,35,2,1
178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,0,66,7,2,15,1,2,15,1,1,40,27,282.6154479980469,282.6154479980469,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,282.6154479980469,282.6154479980469,282.6154479980469,282.6154479980469,0.0,,,,,,,,,,,,,,,,,,,,,"2:300.2337,279.8681,391.4040,261.1457,282.6154",,,0,,,,,0,0,1,1,1,,,26,26,2,1
178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,0,66,9,38,17,1,38,17,1,1,49,18,220.53787231445312,220.53787231445312,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,220.53787231445312,220.53787231445312,220.53787231445312,220.53787231445312,0.0,,,,,,,,,,,,,,,,,,,,,"38:222.9906,208.9716,223.2125,217.5781,220.5379",,,0,,,,,0,0,1,1,1,,,17,17,2,1
178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,0,66,11,166,13,1,166,13,1,1,63,4,188.2181396484375,188.2181396484375,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,188.2181396484375,188.2181396484375,188.2181396484375,188.2181396484375,0.0,,,,,,,,,,,,,,,,,,,,,"166:185.5612,209.9131,187.2380,188.2181",,,0,,,,,0,0,1,0,0,,,3,3,2,1
178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,0,66,12,178|96|176|19|174|175|172|95|101|103|22|29|8|10,0|1|2|3|4|5|6|7|8|9|10|11|12|14,14,178|96|176|19|174|175|172|95|101|103|22|29|8|10,0|1|2|3|4|5|6|7|8|9|10|11|12|14,14,1,63,4,157.19630432128906,190.02911376953125,,,warmup,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,14,160.37448120117188,172.19014195033483,171.4215316772461,190.02911376953125,7.362820591884419,,,,,,,,,,,,,,,,,,,,,"178:173.1692,184.7556,180.4088,190.0291|96:176.1672,169.1910,180.6762,169.9891|176:182.5180,186.6603,178.4522,172.6043|19:163.4115,159.8325,158.2020,162.1595|174:177.8245,177.0040,177.5224,172.6446|175:176.2416,179.3066,178.1978,174.9696|172:175.5900,178.3266,175.8264,183.9626|95:186.8905,167.1013,166.7647,167.1726|101:181.2684,167.5151,167.1583,169.4072|103:171.2133,181.0304,169.7702,170.9519|22:168.1722,175.8297,162.9783,160.3745|29:163.5632,164.4807,192.0208,174.9373|8:164.9128,158.9402,165.9681,171.8912|10:184.2359,159.7589,165.3517,169.5685",,,0,,,,,1,1,1,0,0,,,3,3,2,1
178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,0,67,1,204,18,1,204,18,1,1,14,54,392.2358703613281,392.2358703613281,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,392.2358703613281,392.2358703613281,392.2358703613281,392.2358703613281,0.0,,,,,,,,,,,,,,,,,,,,,"204:439.0192,306.9832,359.0195,269.6505,392.2359",,,0,,,,,0,0,1,1,1,,,53,53,2,1
178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,0,67,3,117,19,1,117,19,1,1,21,47,276.8419494628906,276.8419494628906,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,276.8419494628906,276.8419494628906,276.8419494628906,276.8419494628906,0.0,,,,,,,,,,,,,,,,,,,,,"117:323.7525,279.6131,256.8980,301.3087,276.8419",,,0,,,,,0,0,1,1,1,,,46,46,2,1
178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,0,67,5,40,16,1,40,16,1,1,31,37,296.351318359375,296.351318359375,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,296.351318359375,296.351318359375,296.351318359375,296.351318359375,0.0,,,,,,,,,,,,,,,,,,,,,"40:234.3555,269.1677,226.9047,249.0802,296.3513",,,0,,,,,0,0,1,1,1,,,36,36,2,1
178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,0,67,7,2,15,1,2,15,1,1,40,28,260.7829895019531,260.7829895019531,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,260.7829895019531,260.7829895019531,260.7829895019531,260.7829895019531,0.0,,,,,,,,,,,,,,,,,,,,,"2:279.8681,391.4040,261.1457,282.6154,260.7830",,,0,,,,,0,0,1,1,1,,,27,27,2,1
178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,0,67,9,38,17,1,38,17,1,1,49,19,200.31210327148438,200.31210327148438,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,200.31210327148438,200.31210327148438,200.31210327148438,200.31210327148438,0.0,,,,,,,,,,,,,,,,,,,,,"38:208.9716,223.2125,217.5781,220.5379,200.3121",,,0,,,,,0,0,1,1,1,,,18,18,2,1
178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,0,67,11,166,13,1,166,13,1,1,63,5,197.19708251953125,197.19708251953125,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,197.19708251953125,197.19708251953125,197.19708251953125,197.19708251953125,0.0,,,,,,,,,,,,,,,,,,,,,"166:185.5612,209.9131,187.2380,188.2181,197.1971",,,0,,,,,0,0,1,0,0,,,4,4,2,1
178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,0,67,12,178|96|176|19|174|175|172|95|101|103|22|29|8|10,0|1|2|3|4|5|6|7|8|9|10|11|12|14,14,178|96|176|19|174|175|172|95|101|103|22|29|8|10,0|1|2|3|4|5|6|7|8|9|10|11|12|14,14,1,63,5,156.07891845703125,188.9120635986328,,,warmup,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,14,158.9560546875,173.9536645071847,173.0372314453125,188.9120635986328,7.339124532205318,,,,,,,,,,,,,,,,,,,,,"178:173.1692,184.7556,180.4088,190.0291,181.2544|96:176.1672,169.1910,180.6762,169.9891,170.3626|176:182.5180,186.6603,178.4522,172.6043,182.0397|19:163.4115,159.8325,158.2020,162.1595,175.9369|174:177.8245,177.0040,177.5224,172.6446,171.4518|175:176.2416,179.3066,178.1978,174.9696,172.3359|172:175.5900,178.3266,175.8264,183.9626,176.3735|95:186.8905,167.1013,166.7647,167.1726,179.4315|101:181.2684,167.5151,167.1583,169.4072,188.9121|103:171.2133,181.0304,169.7702,170.9519,166.0829|22:168.1722,175.8297,162.9783,160.3745,158.9561|29:163.5632,164.4807,192.0208,174.9373,172.5593|8:164.9128,158.9402,165.9681,171.8912,173.5152|10:184.2359,159.7589,165.3517,169.5685,166.1396",,,0,,,,,1,1,1,0,0,,,4,4,2,1
178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,0,68,1,204,18,1,204,18,1,1,14,55,364.8489074707031,364.8489074707031,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,364.8489074707031,364.8489074707031,364.8489074707031,364.8489074707031,0.0,,,,,,,,,,,,,,,,,,,,,"204:306.9832,359.0195,269.6505,392.2359,364.8489",,,0,,,,,0,0,1,1,1,,,54,54,2,1
178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,0,68,3,117,19,1,117,19,1,1,21,48,267.7705993652344,267.7705993652344,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,267.7705993652344,267.7705993652344,267.7705993652344,267.7705993652344,0.0,,,,,,,,,,,,,,,,,,,,,"117:279.6131,256.8980,301.3087,276.8419,267.7706",,,0,,,,,0,0,1,1,1,,,47,47,2,1
178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,0,68,5,40,16,1,40,16,1,1,31,38,313.79461669921875,313.79461669921875,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,313.79461669921875,313.79461669921875,313.79461669921875,313.79461669921875,0.0,,,,,,,,,,,,,,,,,,,,,"40:269.1677,226.9047,249.0802,296.3513,313.7946",,,0,,,,,0,0,1,1,1,,,37,37,2,1
178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,0,68,7,2,15,1,2,15,1,1,40,29,315.5511779785156,315.5511779785156,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,315.5511779785156,315.5511779785156,315.5511779785156,315.5511779785156,0.0,,,,,,,,,,,,,,,,,,,,,"2:391.4040,261.1457,282.6154,260.7830,315.5512",,,0,,,,,0,0,1,1,1,,,28,28,2,1
178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,0,68,9,38,17,1,38,17,1,1,49,20,200.64166259765625,200.64166259765625,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,200.64166259765625,200.64166259765625,200.64166259765625,200.64166259765625,0.0,,,,,,,,,,,,,,,,,,,,,"38:223.2125,217.5781,220.5379,200.3121,200.6417",,,0,,,,,0,0,1,1,1,,,19,19,2,1
178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,0,68,11,166,13,1,166,13,1,1,63,6,200.76560974121094,200.76560974121094,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,200.76560974121094,200.76560974121094,200.76560974121094,200.76560974121094,0.0,,,,,,,,,,,,,,,,,,,,,"166:209.9131,187.2380,188.2181,197.1971,200.7656",,,0,,,,,0,0,1,1,1,,,5,5,2,1
178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,0,68,12,178|96|176|19|174|175|172|95|101|103|22|29|8|10,0|1|2|3|4|5|6|7|8|9|10|11|12|14,14,178|96|176|19|174|175|172|95|101|103|22|29|8|10,0|1|2|3|4|5|6|7|8|9|10|11|12|14,14,1,63,6,156.37838745117188,184.1439971923828,156.07891845703125,189.80570373535156,eligible,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,14,160.1837921142578,170.8310993739537,172.20345306396484,184.1439971923828,6.162110404154908,,,,,,,,,,,,,,,,,,,,,"178:184.7556,180.4088,190.0291,181.2544,175.7180|96:169.1910,180.6762,169.9891,170.3626,163.8775|176:186.6603,178.4522,172.6043,182.0397,172.8727|19:159.8325,158.2020,162.1595,175.9369,160.1838|174:177.0040,177.5224,172.6446,171.4518,175.0614|175:179.3066,178.1978,174.9696,172.3359,170.7422|172:178.3266,175.8264,183.9626,176.3735,174.3610|95:167.1013,166.7647,167.1726,179.4315,172.5547|101:167.5151,167.1583,169.4072,188.9121,184.1440|103:181.0304,169.7702,170.9519,166.0829,174.2588|22:175.8297,162.9783,160.3745,158.9561,161.1526|29:164.4807,192.0208,174.9373,172.5593,171.8522|8:158.9402,165.9681,171.8912,173.5152,168.3344|10:159.7589,165.3517,169.5685,166.1396,166.5220",,,0,,,,,1,1,1,1,1,False,False,5,5,2,1
178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,0,69,1,204,18,1,204,18,1,1,14,56,408.26336669921875,408.26336669921875,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,408.26336669921875,408.26336669921875,408.26336669921875,408.26336669921875,0.0,,,,,,,,,,,,,,,,,,,,,"204:359.0195,269.6505,392.2359,364.8489,408.2634",,,0,,,,,0,0,1,1,1,,,55,55,2,1
178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,0,69,3,117,19,1,117,19,1,1,21,49,235.70066833496094,235.70066833496094,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,235.70066833496094,235.70066833496094,235.70066833496094,235.70066833496094,0.0,,,,,,,,,,,,,,,,,,,,,"117:256.8980,301.3087,276.8419,267.7706,235.7007",,,0,,,,,0,0,1,1,1,,,48,48,2,1
178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,0,69,5,40,16,1,40,16,1,1,31,39,323.2503967285156,323.2503967285156,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,323.2503967285156,323.2503967285156,323.2503967285156,323.2503967285156,0.0,,,,,,,,,,,,,,,,,,,,,"40:226.9047,249.0802,296.3513,313.7946,323.2504",,,0,,,,,0,0,1,1,1,,,38,38,2,1
178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,0,69,7,2,15,1,2,15,1,1,40,30,265.8936462402344,265.8936462402344,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,265.8936462402344,265.8936462402344,265.8936462402344,265.8936462402344,0.0,,,,,,,,,,,,,,,,,,,,,"2:261.1457,282.6154,260.7830,315.5512,265.8936",,,0,,,,,0,0,1,1,1,,,29,29,2,1
178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,0,69,9,38,17,1,38,17,1,1,49,21,223.81304931640625,223.81304931640625,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,223.81304931640625,223.81304931640625,223.81304931640625,223.81304931640625,0.0,,,,,,,,,,,,,,,,,,,,,"38:217.5781,220.5379,200.3121,200.6417,223.8130",,,0,,,,,0,0,1,1,1,,,20,20,2,1
178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,0,69,11,166,13,1,166,13,1,1,63,7,217.85829162597656,217.85829162597656,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,217.85829162597656,217.85829162597656,217.85829162597656,217.85829162597656,0.0,,,,,,,,,,,,,,,,,,,,,"166:187.2380,188.2181,197.1971,200.7656,217.8583",,,0,,,,,0,0,1,1,1,,,6,6,2,1
178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,0,69,12,178|96|176|19|174|175|172|95|101|103|22|29|8|10,0|1|2|3|4|5|6|7|8|9|10|11|12|14,14,178|96|176|19|174|175|172|95|101|103|22|29|8|10,0|1|2|3|4|5|6|7|8|9|10|11|12|14,14,1,63,7,158.0635528564453,187.74130249023438,156.08028030395508,189.47058868408203,eligible,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,14,156.2010498046875,172.3380584716797,173.11807250976562,187.74130249023438,8.995248328556455,,,,,,,,,,,,,,,,,,,,,"178:180.4088,190.0291,181.2544,175.7180,173.4834|96:180.6762,169.9891,170.3626,163.8775,163.9431|176:178.4522,172.6043,182.0397,172.8727,179.0574|19:158.2020,162.1595,175.9369,160.1838,159.0252|174:177.5224,172.6446,171.4518,175.0614,172.7527|175:178.1978,174.9696,172.3359,170.7422,186.2803|172:175.8264,183.9626,176.3735,174.3610,187.7413|95:166.7647,167.1726,179.4315,172.5547,179.3513|101:167.1583,169.4072,188.9121,184.1440,168.3810|103:169.7702,170.9519,166.0829,174.2588,172.5161|22:162.9783,160.3745,158.9561,161.1526,156.2010|29:192.0208,174.9373,172.5593,171.8522,175.0717|8:165.9681,171.8912,173.5152,168.3344,164.1001|10:165.3517,169.5685,166.1396,166.5220,174.8281",,,0,,,,,1,1,1,1,1,False,False,6,6,2,1
178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,0,70,1,204,18,1,204,18,1,1,14,57,362.8293151855469,362.8293151855469,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,362.8293151855469,362.8293151855469,362.8293151855469,362.8293151855469,0.0,,,,,,,,,,,,,,,,,,,,,"204:269.6505,392.2359,364.8489,408.2634,362.8293",,,0,,,,,0,0,1,1,1,,,56,56,2,1
178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,0,70,3,117,19,1,117,19,1,1,21,50,233.6037139892578,233.6037139892578,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,233.6037139892578,233.6037139892578,233.6037139892578,233.6037139892578,0.0,,,,,,,,,,,,,,,,,,,,,"117:301.3087,276.8419,267.7706,235.7007,233.6037",,,0,,,,,0,0,1,1,1,,,49,49,2,1
178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,0,70,5,40,16,1,40,16,1,1,31,40,263.2867736816406,263.2867736816406,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,263.2867736816406,263.2867736816406,263.2867736816406,263.2867736816406,0.0,,,,,,,,,,,,,,,,,,,,,"40:249.0802,296.3513,313.7946,323.2504,263.2868",,,0,,,,,0,0,1,1,1,,,39,39,2,1
178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,0,70,7,2,15,1,2,15,1,1,40,31,256.74365234375,256.74365234375,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,256.74365234375,256.74365234375,256.74365234375,256.74365234375,0.0,,,,,,,,,,,,,,,,,,,,,"2:282.6154,260.7830,315.5512,265.8936,256.7437",,,0,,,,,0,0,1,1,1,,,30,30,2,1
178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,0,70,9,38,17,1,38,17,1,1,49,22,207.22817993164062,207.22817993164062,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,207.22817993164062,207.22817993164062,207.22817993164062,207.22817993164062,0.0,,,,,,,,,,,,,,,,,,,,,"38:220.5379,200.3121,200.6417,223.8130,207.2282",,,0,,,,,0,0,1,1,1,,,21,21,2,1
178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,0,70,11,166,13,1,166,13,1,1,63,8,192.34860229492188,192.34860229492188,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,192.34860229492188,192.34860229492188,192.34860229492188,192.34860229492188,0.0,,,,,,,,,,,,,,,,,,,,,"166:188.2181,197.1971,200.7656,217.8583,192.3486",,,0,,,,,0,0,1,1,1,,,7,7,2,1
