subset_id,subset_clients,seed,round,cluster_id,members,member_indices,cluster_size,selected_members,selected_member_indices,selected_size,full_participation,born_round,cluster_age,mean_update_norm,max_update_norm,eps1,eps2,split_status,split_triggered,split_applied,cut_status,split_rejected_reason,cut_value,left_child_id,right_child_id,child_cluster_ids,left_size,right_size,smaller_child_size,larger_child_size,child_balance_ratio,left_members,right_members,singleton_side,singleton_graph_id,singleton_dataset_id,dtw_dist_mean,dtw_dist_max,all_dtw_n,all_dtw_min,all_dtw_mean,all_dtw_median,all_dtw_max,all_dtw_std,all_aff_n,all_aff_min,all_aff_mean,all_aff_median,all_aff_max,all_aff_std,left_dtw_n,left_dtw_min,left_dtw_mean,left_dtw_median,left_dtw_max,left_dtw_std,right_dtw_n,right_dtw_min,right_dtw_mean,right_dtw_median,right_dtw_max,right_dtw_std,cross_dtw_n,cross_dtw_min,cross_dtw_mean,cross_dtw_median,cross_dtw_max,cross_dtw_std,left_aff_n,left_aff_min,left_aff_mean,left_aff_median,left_aff_max,left_aff_std,right_aff_n,right_aff_min,right_aff_mean,right_aff_median,right_aff_max,right_aff_std,cross_aff_n,cross_aff_min,cross_aff_mean,cross_aff_median,cross_aff_max,cross_aff_std,selected_delta_norm_n,selected_delta_norm_min,selected_delta_norm_mean,selected_delta_norm_median,selected_delta_norm_max,selected_delta_norm_std,member_mean_dtw_text,member_mean_aff_text,member_sum_aff_text,member_max_dtw_text,member_max_dtw_partner_text,member_min_aff_partner_text,global_max_pair_dtw,global_max_pair_dtw_graph_i,global_max_pair_dtw_graph_j,global_max_pair_dtw_member_idx_i,global_max_pair_dtw_member_idx_j,global_min_pair_aff,global_min_pair_aff_graph_i,global_min_pair_aff_graph_j,global_min_pair_aff_member_idx_i,global_min_pair_aff_member_idx_j,peeled_sum_aff,peeled_max_dtw,peeled_max_dtw_partner_graph_id,peeled_in_global_max_pair,selected_grad_tails_text,applied_split_event_idx,pairwise_n_members,pairwise_logged_for_applied_split,pairwise_member_order_json,pairwise_histories_json,pairwise_dtw_json,pairwise_affinity_json,gate_cluster_size_ok,gate_can_form_two_children,gate_full_participation_ok,gate_warmup_ok,gate_history_ok,gate_mean_below_eps1,gate_max_above_eps2,history_len_prev_mean,history_len_prev_max,min_cluster_size,min_child_size
178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,0,16,1,153,16,1,153,16,1,1,16,1,257.7326354980469,257.7326354980469,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,257.7326354980469,257.7326354980469,257.7326354980469,257.7326354980469,0.0,,,,,,,,,,,,,,,,,,,,,153:257.7326,,,0,,,,,0,0,1,0,0,,,0,0,2,1
178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,0,16,2,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|68|219|159,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|17|18|19,19,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|68|219|159,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|17|18|19,19,1,16,1,158.2093505859375,279.82037353515625,,,warmup,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,19,176.4784393310547,210.93312554610404,201.22373962402344,279.82037353515625,28.55689470347069,,,,,,,,,,,,,,,,,,,,,178:188.1539|96:187.8176|17:201.2237|18:176.4784|171:185.4327|169:188.4187|91:185.0025|11:197.6274|192:194.6839|33:207.3216|111:201.0914|196:272.8576|2:211.0557|162:236.7209|82:205.4767|3:214.4409|68:229.0650|219:279.8204|159:245.0403,,,0,,,,,1,1,1,0,0,,,0,0,2,1
178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,0,17,1,153,16,1,153,16,1,1,16,2,269.1156311035156,269.1156311035156,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,269.1156311035156,269.1156311035156,269.1156311035156,269.1156311035156,0.0,,,,,,,,,,,,,,,,,,,,,"153:257.7326,269.1156",,,0,,,,,0,0,1,0,0,,,1,1,2,1
178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,0,17,2,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|68|219|159,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|17|18|19,19,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|68|219|159,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|17|18|19,19,1,16,2,164.24270629882812,366.728271484375,,,warmup,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,19,172.1450958251953,225.4879519813939,216.4181365966797,366.728271484375,49.90836771461579,,,,,,,,,,,,,,,,,,,,,"178:188.1539,193.3371|96:187.8176,216.4181|17:201.2237,172.1451|18:176.4784,174.7224|171:185.4327,187.1867|169:188.4187,203.2518|91:185.0025,191.2976|11:197.6274,175.6122|192:194.6839,242.2838|33:207.3216,241.4294|111:201.0914,246.5727|196:272.8576,215.0728|2:211.0557,219.6169|162:236.7209,233.6731|82:205.4767,218.8946|3:214.4409,193.1331|68:229.0650,334.3229|219:279.8204,258.5725|159:245.0403,366.7283",,,0,,,,,1,1,1,0,0,,,1,1,2,1
178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,0,18,1,153,16,1,153,16,1,1,16,3,228.3314666748047,228.3314666748047,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,228.3314666748047,228.3314666748047,228.3314666748047,228.3314666748047,0.0,,,,,,,,,,,,,,,,,,,,,"153:257.7326,269.1156,228.3315",,,0,,,,,0,0,1,0,0,,,2,2,2,1
178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,0,18,2,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|68|219|159,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|17|18|19,19,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|68|219|159,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|17|18|19,19,1,16,3,159.4690704345703,351.34844970703125,,,warmup,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,19,167.6485137939453,230.46211644222862,228.04412841796875,351.34844970703125,49.4437117860471,,,,,,,,,,,,,,,,,,,,,"178:188.1539,193.3371,185.3123|96:187.8176,216.4181,186.3955|17:201.2237,172.1451,167.6485|18:176.4784,174.7224,181.6440|171:185.4327,187.1867,228.0441|169:188.4187,203.2518,201.1288|91:185.0025,191.2976,194.1926|11:197.6274,175.6122,196.2845|192:194.6839,242.2838,222.1304|33:207.3216,241.4294,197.4269|111:201.0914,246.5727,229.0974|196:272.8576,215.0728,248.5458|2:211.0557,219.6169,235.9030|162:236.7209,233.6731,252.3915|82:205.4767,218.8946,274.4019|3:214.4409,193.1331,231.4940|68:229.0650,334.3229,351.3484|219:279.8204,258.5725,246.6858|159:245.0403,366.7283,348.7047",,,0,,,,,1,1,1,0,0,,,2,2,2,1
178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,0,19,1,153,16,1,153,16,1,1,16,4,350.7429504394531,350.7429504394531,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,350.7429504394531,350.7429504394531,350.7429504394531,350.7429504394531,0.0,,,,,,,,,,,,,,,,,,,,,"153:257.7326,269.1156,228.3315,350.7430",,,0,,,,,0,0,1,0,0,,,3,3,2,1
178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,0,19,2,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|68|219|159,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|17|18|19,19,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|68|219|159,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|17|18|19,19,1,16,4,160.1916961669922,375.2875061035156,,,warmup,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,19,179.2820281982422,221.77317167583266,207.14840698242188,375.2875061035156,48.55860975291475,,,,,,,,,,,,,,,,,,,,,"178:188.1539,193.3371,185.3123,179.2820|96:187.8176,216.4181,186.3955,189.2568|17:201.2237,172.1451,167.6485,199.9811|18:176.4784,174.7224,181.6440,188.8562|171:185.4327,187.1867,228.0441,196.5827|169:188.4187,203.2518,201.1288,207.1484|91:185.0025,191.2976,194.1926,195.6478|11:197.6274,175.6122,196.2845,179.4393|192:194.6839,242.2838,222.1304,239.8400|33:207.3216,241.4294,197.4269,184.5181|111:201.0914,246.5727,229.0974,184.2590|196:272.8576,215.0728,248.5458,207.8463|2:211.0557,219.6169,235.9030,213.7915|162:236.7209,233.6731,252.3915,243.7363|82:205.4767,218.8946,274.4019,240.3086|3:214.4409,193.1331,231.4940,213.5014|68:229.0650,334.3229,351.3484,269.1233|219:279.8204,258.5725,246.6858,305.2842|159:245.0403,366.7283,348.7047,375.2875",,,0,,,,,1,1,1,0,0,,,3,3,2,1
178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,0,20,1,153,16,1,153,16,1,1,16,5,394.97015380859375,394.97015380859375,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,394.97015380859375,394.97015380859375,394.97015380859375,394.97015380859375,0.0,,,,,,,,,,,,,,,,,,,,,"153:257.7326,269.1156,228.3315,350.7430,394.9702",,,0,,,,,0,0,1,0,0,,,4,4,2,1
178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,0,20,2,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|68|219|159,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|17|18|19,19,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|68|219|159,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|17|18|19,19,1,16,5,160.6949920654297,386.8393249511719,,,warmup,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,19,176.0714569091797,229.8477823357833,204.79319763183594,386.8393249511719,51.341371647477004,,,,,,,,,,,,,,,,,,,,,"178:188.1539,193.3371,185.3123,179.2820,197.3698|96:187.8176,216.4181,186.3955,189.2568,190.3387|17:201.2237,172.1451,167.6485,199.9811,186.0206|18:176.4784,174.7224,181.6440,188.8562,193.2674|171:185.4327,187.1867,228.0441,196.5827,202.4646|169:188.4187,203.2518,201.1288,207.1484,204.7932|91:185.0025,191.2976,194.1926,195.6478,201.3588|11:197.6274,175.6122,196.2845,179.4393,176.0715|192:194.6839,242.2838,222.1304,239.8400,236.2896|33:207.3216,241.4294,197.4269,184.5181,199.2030|111:201.0914,246.5727,229.0974,184.2590,201.4532|196:272.8576,215.0728,248.5458,207.8463,293.6358|2:211.0557,219.6169,235.9030,213.7915,242.7229|162:236.7209,233.6731,252.3915,243.7363,222.1192|82:205.4767,218.8946,274.4019,240.3086,232.6366|3:214.4409,193.1331,231.4940,213.5014,229.6923|68:229.0650,334.3229,351.3484,269.1233,386.8393|219:279.8204,258.5725,246.6858,305.2842,252.1294|159:245.0403,366.7283,348.7047,375.2875,318.7021",,,0,,,,,1,1,1,0,0,,,4,4,2,1
178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,0,21,1,153,16,1,153,16,1,1,16,6,421.7683410644531,421.7683410644531,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,421.7683410644531,421.7683410644531,421.7683410644531,421.7683410644531,0.0,,,,,,,,,,,,,,,,,,,,,"153:269.1156,228.3315,350.7430,394.9702,421.7683",,,0,,,,,0,0,1,1,1,,,5,5,2,1
178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,0,21,2,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|68|219|159,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|17|18|19,19,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|68|219|159,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|17|18|19,19,1,16,6,157.86546325683594,300.78125,159.4690704345703,373.5756591796875,eligible,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,19,180.00006103515625,226.87492932771383,215.4736785888672,300.78125,38.54275676659756,,,,,,,,,,,,,,,,,,,,,"178:193.3371,185.3123,179.2820,197.3698,190.9112|96:216.4181,186.3955,189.2568,190.3387,196.5058|17:172.1451,167.6485,199.9811,186.0206,180.0001|18:174.7224,181.6440,188.8562,193.2674,180.7026|171:187.1867,228.0441,196.5827,202.4646,230.8152|169:203.2518,201.1288,207.1484,204.7932,193.3102|91:191.2976,194.1926,195.6478,201.3588,196.9866|11:175.6122,196.2845,179.4393,176.0715,183.4964|192:242.2838,222.1304,239.8400,236.2896,211.3147|33:241.4294,197.4269,184.5181,199.2030,199.9004|111:246.5727,229.0974,184.2590,201.4532,237.6495|196:215.0728,248.5458,207.8463,293.6358,273.9643|2:219.6169,235.9030,213.7915,242.7229,246.0981|162:233.6731,252.3915,243.7363,222.1192,300.7812|82:218.8946,274.4019,240.3086,232.6366,254.1540|3:193.1331,231.4940,213.5014,229.6923,215.4737|68:334.3229,351.3484,269.1233,386.8393,244.0688|219:258.5725,246.6858,305.2842,252.1294,296.4519|159:366.7283,348.7047,375.2875,318.7021,278.0390",,,0,,,,,1,1,1,1,1,True,False,5,5,2,1
178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,0,22,1,153,16,1,153,16,1,1,16,7,376.16259765625,376.16259765625,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,376.16259765625,376.16259765625,376.16259765625,376.16259765625,0.0,,,,,,,,,,,,,,,,,,,,,"153:228.3315,350.7430,394.9702,421.7683,376.1626",,,0,,,,,0,0,1,1,1,,,6,6,2,1
178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,0,22,2,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|68|219|159,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|17|18|19,19,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|68|219|159,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|17|18|19,19,1,16,7,158.62350463867188,358.4171447753906,158.5242805480957,371.0078887939453,eligible,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,19,181.47959899902344,219.1962207994963,204.19546508789062,358.4171447753906,43.69595601559893,,,,,,,,,,,,,,,,,,,,,"178:185.3123,179.2820,197.3698,190.9112,187.6676|96:186.3955,189.2568,190.3387,196.5058,193.3550|17:167.6485,199.9811,186.0206,180.0001,183.9800|18:181.6440,188.8562,193.2674,180.7026,184.0973|171:228.0441,196.5827,202.4646,230.8152,204.1955|169:201.1288,207.1484,204.7932,193.3102,207.7459|91:194.1926,195.6478,201.3588,196.9866,223.6313|11:196.2845,179.4393,176.0715,183.4964,181.4796|192:222.1304,239.8400,236.2896,211.3147,203.5794|33:197.4269,184.5181,199.2030,199.9004,206.3026|111:229.0974,184.2590,201.4532,237.6495,191.3989|196:248.5458,207.8463,293.6358,273.9643,198.6196|2:235.9030,213.7915,242.7229,246.0981,192.5817|162:252.3915,243.7363,222.1192,300.7812,235.8335|82:274.4019,240.3086,232.6366,254.1540,241.6562|3:231.4940,213.5014,229.6923,215.4737,222.0594|68:351.3484,269.1233,386.8393,244.0688,358.4171|219:246.6858,305.2842,252.1294,296.4519,243.7513|159:348.7047,375.2875,318.7021,278.0390,304.3765",,,0,,,,,1,1,1,1,1,False,False,6,6,2,1
178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,0,23,1,153,16,1,153,16,1,1,16,8,250.6543426513672,250.6543426513672,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,250.6543426513672,250.6543426513672,250.6543426513672,250.6543426513672,0.0,,,,,,,,,,,,,,,,,,,,,"153:350.7430,394.9702,421.7683,376.1626,250.6543",,,0,,,,,0,0,1,1,1,,,7,7,2,1
